AVERAGE_GENE_EXPRESSION	r1_C0	r1_C1	r1_C2	r1_C3	r1_C4	r1_C5	r1_C6	r1_C7	r1_C8
RP11-797H7.5	0	0.0531914893617021	0	0	0.0350877192982456	0	0.0392156862745098	0	0
ZNF117	0.012	0.0425531914893617	0.0847457627118644	0.220338983050847	0.140350877192982	0.0363636363636364	0.0196078431372549	0.025	0
RP11-328P23.4	0.008	0.0531914893617021	0	0.0169491525423729	0	0	0.0588235294117647	0.025	0
ZNF92	0.012	0.0425531914893617	0	0.0508474576271186	0.0350877192982456	0.0363636363636364	0.0784313725490196	0	0
RP11-479O9.4	0.288	1.14893617021277	0.966101694915254	0.847457627118644	2.56140350877193	0.309090909090909	1.74509803921569	0.575	0.130434782608696
VKORC1L1	0.12	0.382978723404255	0.186440677966102	0.457627118644068	0.736842105263158	0.254545454545455	0.431372549019608	0.15	0.173913043478261
GUSB	0.032	0.180851063829787	0.11864406779661	0.101694915254237	0.473684210526316	0.0545454545454545	0.117647058823529	0	0
ASL	0.016	0.0851063829787234	0.0338983050847458	0.0677966101694915	0.157894736842105	0	0.0980392156862745	0.025	0
AC068533.7	0.032	0.191489361702128	0.169491525423729	0.101694915254237	0.087719298245614	0.0363636363636364	0.156862745098039	0.1	0.0434782608695652
CRCP	0	0.0425531914893617	0.0847457627118644	0.0677966101694915	0.0175438596491228	0.0181818181818182	0.0588235294117647	0	0
RP5-1132H15.1	0.044	0.127659574468085	0.152542372881356	0.0677966101694915	0.157894736842105	0.0545454545454545	0.137254901960784	0.1	0
TPST1	0.256	1.06382978723404	0.677966101694915	2.11864406779661	1.68421052631579	0.363636363636364	1.25490196078431	0.575	0.0869565217391304
LINC00174	0.056	0.074468085106383	0.169491525423729	0.186440677966102	0.210526315789474	0.127272727272727	0.215686274509804	0.15	0.0869565217391304
GS1-124K5.3	0.008	0.0212765957446809	0.0338983050847458	0	0.0175438596491228	0.0181818181818182	0	0	0
GS1-124K5.4	0.008	0.0212765957446809	0.0338983050847458	0.0338983050847458	0	0	0.0196078431372549	0.05	0
GS1-124K5.11	0.076	0.191489361702128	0.135593220338983	0.11864406779661	0.473684210526316	0.2	0.156862745098039	0.125	0.0869565217391304
KCTD7	0.448	0.574468085106383	0.457627118644068	0.559322033898305	1.2280701754386	0.872727272727273	0.647058823529412	0.475	0.347826086956522
RABGEF1	0.02	0.0106382978723404	0	0	0	0.0181818181818182	0.0392156862745098	0.05	0.0434782608695652
RP11-792A8.4	0.016	0	0.101694915254237	0.0338983050847458	0.0175438596491228	0.0909090909090909	0.0196078431372549	0.05	0
RP11-458F8.4	0.016	0	0.0169491525423729	0	0	0.0181818181818182	0	0.05	0
TMEM248	0.084	0.234042553191489	0.169491525423729	0.101694915254237	0.350877192982456	0.163636363636364	0.294117647058824	0.125	0.173913043478261
SBDS	0.1	0.25531914893617	0.0847457627118644	0.220338983050847	0.333333333333333	0.109090909090909	0.0784313725490196	0.05	0.0434782608695652
TYW1	0.248	0.851063829787234	0.610169491525424	0.796610169491525	1.80701754385965	0.527272727272727	0.96078431372549	0.45	0.434782608695652
RP11-166O4.6	0.032	0.106382978723404	0	0.0677966101694915	0.087719298245614	0.0545454545454545	0.0980392156862745	0.025	0
LINC01372	0.012	0.0212765957446809	0.0169491525423729	0	0.0350877192982456	0.0181818181818182	0	0	0.0434782608695652
RP11-358M3.1	0.004	0.0212765957446809	0	0.0169491525423729	0.0350877192982456	0.0181818181818182	0	0	0
RP5-945F2.2	0.004	0.0212765957446809	0	0	0.0175438596491228	0.0181818181818182	0.0196078431372549	0	0
RP5-945F2.3	0.016	0.0957446808510638	0.0169491525423729	0.0338983050847458	0.12280701754386	0.0363636363636364	0.0588235294117647	0.05	0.0434782608695652
RP11-3P22.2	0.044	0.074468085106383	0.0677966101694915	0.0677966101694915	0.315789473684211	0.0363636363636364	0.137254901960784	0.025	0.0434782608695652
AUTS2	1.828	6.01063829787234	4.22033898305085	6.52542372881356	10.3508771929825	1.56363636363636	6.37254901960784	3.5	1.43478260869565
WBSCR17	0.088	4.21276595744681	0.254237288135593	1.79661016949153	5.85964912280702	0.163636363636364	2.90196078431373	0.05	0
CALN1	0.86	1.85106382978723	0.23728813559322	0.152542372881356	5.63157894736842	0.490909090909091	2.76470588235294	1.875	0
TYW1B	0.26	0.75531914893617	0.355932203389831	0.474576271186441	1.35087719298246	0.236363636363636	0.549019607843137	0.175	0.173913043478261
POM121	0.14	0.638297872340426	0.271186440677966	0.440677966101695	0.701754385964912	0.163636363636364	0.607843137254902	0.3	0.130434782608696
RP11-313P13.5	0	0.0212765957446809	0.0169491525423729	0	0	0	0.0196078431372549	0	0
TRIM74	0	0.0319148936170213	0	0	0	0	0	0	0
NSUN5	0.064	0.234042553191489	0.152542372881356	0.169491525423729	0.421052631578947	0.145454545454545	0.235294117647059	0.175	0.0869565217391304
TRIM50	0.004	0	0.0338983050847458	0	0	0	0	0	0
FKBP6	0.012	0.0212765957446809	0.0338983050847458	0	0.087719298245614	0.0181818181818182	0.0196078431372549	0	0
BAZ1B	0.192	0.446808510638298	0.271186440677966	0.559322033898305	0.631578947368421	0.163636363636364	0.392156862745098	0.175	0.0869565217391304
BCL7B	0.032	0.0957446808510638	0.0338983050847458	0.0847457627118644	0.105263157894737	0.0181818181818182	0	0.1	0
TBL2	0.028	0.0425531914893617	0	0.0508474576271186	0.087719298245614	0.0909090909090909	0.0392156862745098	0	0.0434782608695652
MLXIPL	0.02	0.425531914893617	0.0169491525423729	0.0169491525423729	0.807017543859649	0.0363636363636364	0.294117647058824	0.025	0.173913043478261
VPS37D	0.004	0.0106382978723404	0.0169491525423729	0	0.0350877192982456	0.0181818181818182	0.0392156862745098	0.025	0
DNAJC30	0.024	0.074468085106383	0.0338983050847458	0.0508474576271186	0.087719298245614	0.0727272727272727	0.176470588235294	0.025	0
WBSCR22	0.024	0.212765957446809	0.0847457627118644	0.0338983050847458	0.245614035087719	0.0727272727272727	0.137254901960784	0.175	0
STX1A	0.024	1.21276595744681	0.0169491525423729	0.0169491525423729	2.12280701754386	0.0363636363636364	0.392156862745098	0.025	0.0434782608695652
ABHD11	0.032	0.106382978723404	0	0.0677966101694915	0.263157894736842	0.0727272727272727	0.0784313725490196	0.025	0
CLDN4	0.012	0.148936170212766	0.0169491525423729	0.0169491525423729	0.140350877192982	0	0.0392156862745098	0.05	0
WBSCR27	0.004	0.0531914893617021	0.0169491525423729	0.0169491525423729	0.0175438596491228	0	0	0	0
ELN	0.084	0.074468085106383	0.0847457627118644	0.406779661016949	0.12280701754386	0.0181818181818182	0.0784313725490196	0.225	0
LIMK1	0.016	0.0957446808510638	0.0677966101694915	0.101694915254237	0.245614035087719	0.0545454545454545	0.196078431372549	0.075	0.217391304347826
EIF4H	0.064	0.212765957446809	0.135593220338983	0.186440677966102	0.245614035087719	0.109090909090909	0.235294117647059	0.1	0.0869565217391304
LAT2	0.02	0.127659574468085	0.0847457627118644	0.135593220338983	0.333333333333333	0.0363636363636364	0.117647058823529	0.05	0.391304347826087
RFC2	0.02	0.0531914893617021	0	0.135593220338983	0.0526315789473684	0.0363636363636364	0.0980392156862745	0.05	0.0434782608695652
CLIP2	0.616	1.08510638297872	1.79661016949153	1.13559322033898	1.85964912280702	0.290909090909091	1.09803921568627	0.425	0.173913043478261
GTF2IRD1	0.244	0.680851063829787	0.474576271186441	0.610169491525424	1.24561403508772	0.327272727272727	1.17647058823529	0.5	0.130434782608696
GTF2I	0.824	2.19148936170213	2.11864406779661	1.49152542372881	3.24561403508772	0.363636363636364	1.76470588235294	1.375	0.739130434782609
NCF1	0	0.0106382978723404	0	0.0508474576271186	0	0.0363636363636364	0	0.025	0.304347826086957
GTF2IRD2	0.116	0.117021276595745	0.610169491525424	0.508474576271186	0.385964912280702	0.345454545454545	0.156862745098039	0.375	0.304347826086957
GATSL2	0.104	0.478723404255319	0.169491525423729	0.169491525423729	0.719298245614035	0.0727272727272727	0.470588235294118	0.15	0.0434782608695652
WBSCR16	0.06	0.223404255319149	0.152542372881356	0.101694915254237	0.298245614035088	0.0727272727272727	0.176470588235294	0.125	0.0434782608695652
GTF2IRD2B	0.184	0.308510638297872	0.593220338983051	0.508474576271186	0.56140350877193	0.454545454545455	0.294117647058824	0.3	0.130434782608696
AC004878.2	0.056	0.127659574468085	0.0677966101694915	0.0338983050847458	0.385964912280702	0.0181818181818182	0.254901960784314	0.05	0
TRIM73	0.004	0.0212765957446809	0.0338983050847458	0.0508474576271186	0.0526315789473684	0.0363636363636364	0	0.025	0
POM121C	0.236	1.02127659574468	0.508474576271186	0.76271186440678	1.28070175438596	0.309090909090909	0.764705882352941	0.275	0.130434782608696
SPDYE5	0.26	0.936170212765957	0.576271186440678	0.76271186440678	1.98245614035088	0.454545454545455	0.784313725490196	0.35	0.260869565217391
HIP1	1.744	0.287234042553192	4.11864406779661	1.44067796610169	0.947368421052632	0.963636363636364	0.607843137254902	0.9	0.217391304347826
CCL26	0.004	0.0319148936170213	0	0	0	0.0181818181818182	0	0	0
RHBDD2	0.052	0.382978723404255	0.0847457627118644	0.101694915254237	0.403508771929825	0.0909090909090909	0.313725490196078	0.1	0.0434782608695652
POR	0.068	0.148936170212766	0.135593220338983	0.169491525423729	0.43859649122807	0.236363636363636	0.313725490196078	0.125	0.130434782608696
TMEM120A	0.044	0.138297872340426	0.0677966101694915	0.0677966101694915	0.0701754385964912	0.0545454545454545	0.137254901960784	0.2	0.0869565217391304
STYXL1	0.112	0.212765957446809	0.101694915254237	0.152542372881356	0.491228070175439	0.181818181818182	0.0392156862745098	0.25	0.0869565217391304
MDH2	0.036	0.106382978723404	0.11864406779661	0.0677966101694915	0.105263157894737	0.0545454545454545	0.0980392156862745	0.05	0
SRRM3	0.072	1.53191489361702	0.0338983050847458	0.0847457627118644	2.82456140350877	0.0545454545454545	1.70588235294118	0.225	0.130434782608696
HSPB1	0.016	0.106382978723404	0.0338983050847458	1.27118644067797	0.298245614035088	0.0727272727272727	0.0784313725490196	0.65	0.347826086956522
YWHAG	0.108	0.914893617021277	0.152542372881356	0.305084745762712	1.12280701754386	0.236363636363636	0.529411764705882	0.15	0.173913043478261
SSC4D	0.012	0.0212765957446809	0	0	0.0526315789473684	0	0	0.025	0
ZP3	0.032	0.117021276595745	0.0677966101694915	0.0508474576271186	0.280701754385965	0.0363636363636364	0.137254901960784	0	0
DTX2	0.044	0.170212765957447	0.101694915254237	0.169491525423729	0.12280701754386	0.109090909090909	0.0588235294117647	0.025	0.173913043478261
AC007078.4	0.016	0.0212765957446809	0	0	0.0175438596491228	0	0	0	0
SPDYE16	0.312	0.851063829787234	0.508474576271186	0.559322033898305	1.15789473684211	0.236363636363636	0.607843137254902	0.325	0.130434782608696
POMZP3	0.048	0.159574468085106	0.0508474576271186	0.203389830508475	0.368421052631579	0.0181818181818182	0.156862745098039	0	0
AC005522.7	0.008	0	0.0169491525423729	0.0169491525423729	0.0175438596491228	0	0	0	0
CCDC146	0.228	0.531914893617021	0.186440677966102	0.288135593220339	0.403508771929825	0.181818181818182	0.333333333333333	0.15	0.260869565217391
AC073635.5	0.008	0.0106382978723404	0	0	0.0175438596491228	0	0	0	0
GSAP	0.052	0.138297872340426	0.11864406779661	0.101694915254237	0.456140350877193	0.145454545454545	0.352941176470588	0.075	0.608695652173913
PTPN12	0.176	0.478723404255319	0.406779661016949	0.474576271186441	0.807017543859649	0.309090909090909	0.352941176470588	0.15	0.260869565217391
APTR	0.108	0.170212765957447	0.0847457627118644	0.0508474576271186	0.192982456140351	0.0363636363636364	0.0784313725490196	0.075	0.0869565217391304
RSBN1L	0.16	0.436170212765957	0.389830508474576	0.135593220338983	0.666666666666667	0.327272727272727	0.568627450980392	0.125	0.0869565217391304
TMEM60	0.008	0.0638297872340425	0.0169491525423729	0.0169491525423729	0.0350877192982456	0.0181818181818182	0.117647058823529	0	0
PHTF2	0.396	0.680851063829787	0.372881355932203	0.338983050847458	1.47368421052632	0.0181818181818182	0.647058823529412	0.3	0.304347826086957
RP5-1185I7.1	0.004	0	0	0.0169491525423729	0.0175438596491228	0	0	0	0
MAGI2	7.848	11.0531914893617	3.54237288135593	3.98305084745763	19.4912280701754	6	12.3529411764706	9.2	0.217391304347826
RP5-1093G23.1	0.06	0.0638297872340425	0.0169491525423729	0.0508474576271186	0.140350877192982	0.0181818181818182	0.0588235294117647	0.025	0
GNAI1	0.392	0.340425531914894	0.0847457627118644	0.101694915254237	0.192982456140351	0.0363636363636364	0.313725490196078	0.05	0
AC004862.6	0	0	0	0	0.0175438596491228	0	0.0588235294117647	0.025	0
CD36	0.024	0.234042553191489	0.0508474576271186	0.0169491525423729	0.157894736842105	0	0.0588235294117647	0.025	0
GNAT3	0	0.0531914893617021	0	0.0169491525423729	0	0	0	0.025	0
SEMA3C	0.38	0.148936170212766	0.0677966101694915	0.0338983050847458	0.526315789473684	0.6	0.117647058823529	0.025	0
AC008163.4	0	0.0106382978723404	0	0	0	0.0181818181818182	0	0.025	0
AC010091.1	0.016	0.0212765957446809	0	0	0.0701754385964912	0	0.0392156862745098	0	0
HGF	0.004	0	0.0169491525423729	0.0169491525423729	0.0526315789473684	0.0909090909090909	0.156862745098039	0.1	0.0869565217391304
CACNA2D1	1.188	3.1063829787234	0.135593220338983	0.220338983050847	4.3859649122807	0.181818181818182	1.98039215686275	0.675	0.0434782608695652
PCLO	0.112	3.5531914893617	0.0169491525423729	0.0508474576271186	3.89473684210526	0.0545454545454545	3.31372549019608	0.175	0
SEMA3E	0.044	0.425531914893617	0.169491525423729	0.305084745762712	0.56140350877193	0.0909090909090909	0.0588235294117647	0.05	0
SEMA3A	0.132	0.75531914893617	0.355932203389831	0.644067796610169	1.78947368421053	0.127272727272727	0.411764705882353	0.45	0.0869565217391304
SEMA3D	0.008	0.0425531914893617	0	0	0.0175438596491228	0	0.0392156862745098	0	0
GRM3	1.304	1.34042553191489	0.0338983050847458	0.101694915254237	1.54385964912281	0.2	0.196078431372549	2.025	0
AC005009.2	0.108	0.191489361702128	0	0	0.210526315789474	0.0363636363636364	0.0196078431372549	0.225	0
KIAA1324L	0.46	0.393617021276596	0.0677966101694915	0.0508474576271186	0.526315789473684	0.109090909090909	0.588235294117647	0.2	0
DMTF1	0.264	0.180851063829787	0.338983050847458	0.406779661016949	0.666666666666667	0.2	0.372549019607843	0.275	0.0869565217391304
TMEM243	0.012	0.0851063829787234	0.11864406779661	0.0677966101694915	0.280701754385965	0.0909090909090909	0.137254901960784	0	0.217391304347826
TP53TG1	0.028	0.0319148936170213	0.0169491525423729	0	0.0175438596491228	0.0181818181818182	0	0.075	0
CROT	0.068	0.170212765957447	0.0847457627118644	0.11864406779661	0.333333333333333	0.0909090909090909	0.0784313725490196	0.075	0.0434782608695652
ABCB4	0.012	0.0319148936170213	0	0	0.0175438596491228	0.0909090909090909	0.0196078431372549	0	0.173913043478261
ABCB1	0.004	0.180851063829787	0.0169491525423729	0.0508474576271186	0.263157894736842	0.490909090909091	0.235294117647059	0.025	0
RUNDC3B	0.04	1.15957446808511	0.0508474576271186	0	1.64912280701754	0.2	0.901960784313726	0.025	0
SLC25A40	0.028	0.127659574468085	0.169491525423729	0.11864406779661	0.280701754385965	0.127272727272727	0.176470588235294	0.05	0
DBF4	0.016	0.0212765957446809	0	0.0338983050847458	0.105263157894737	0.0181818181818182	0.0980392156862745	0	0.0434782608695652
ADAM22	0.216	1.4468085106383	0.593220338983051	0.271186440677966	2.49122807017544	0.0545454545454545	1.35294117647059	0.2	0
SRI	0.064	0.223404255319149	0.389830508474576	0.322033898305085	0.456140350877193	0.0545454545454545	0.137254901960784	0.4	0.0434782608695652
AC003991.3	0.02	0.0957446808510638	0.11864406779661	0.11864406779661	0.263157894736842	0.0363636363636364	0.254901960784314	0.05	0
AC002127.4	0	0.0106382978723404	0.0169491525423729	0.0169491525423729	0.0175438596491228	0.0181818181818182	0.0196078431372549	0.075	0
ZNF804B	0.028	1.31914893617021	0.203389830508475	0.135593220338983	1.71929824561404	0	0.843137254901961	0.35	0
AC002383.2	0.004	0.0106382978723404	0.0169491525423729	0.0169491525423729	0.105263157894737	0	0.0196078431372549	0	0
STEAP1	0	0	0	0	0.087719298245614	0.0181818181818182	0.0196078431372549	0	0
STEAP2	0.048	0.468085106382979	0.0169491525423729	0.0508474576271186	1.21052631578947	0	0.450980392156863	0.175	0
CFAP69	0.02	0.276595744680851	0.0338983050847458	0.0508474576271186	0.350877192982456	0.0727272727272727	0.529411764705882	0.075	0
AC002064.5	0	0.0212765957446809	0	0.0169491525423729	0.0350877192982456	0.0181818181818182	0.0392156862745098	0	0
GTPBP10	0.06	0.0957446808510638	0.101694915254237	0.101694915254237	0.175438596491228	0.0909090909090909	0.0392156862745098	0	0.0434782608695652
CLDN12	0.036	0.297872340425532	0.0677966101694915	0.135593220338983	0.508771929824561	0.145454545454545	0.372549019607843	0.275	0
CDK14	0.176	2.13829787234043	1.54237288135593	1.35593220338983	3.7719298245614	0.309090909090909	1.76470588235294	0.675	0.0869565217391304
FZD1	0	0	0.0169491525423729	0.0338983050847458	0	0	0	0.025	0
RP11-115N4.1	0.008	0.0319148936170213	0.0169491525423729	0.0508474576271186	0.0526315789473684	0.0181818181818182	0.0392156862745098	0.1	0.0869565217391304
RP11-142A5.1	0.092	0.127659574468085	0.0847457627118644	0.186440677966102	0.403508771929825	0.109090909090909	0.0980392156862745	0.25	0
MTERF1	0.196	0.308510638297872	0.186440677966102	0.389830508474576	0.842105263157895	0.163636363636364	0.411764705882353	0.15	0.434782608695652
AKAP9	0.424	1.56382978723404	0.966101694915254	0.813559322033898	2.70175438596491	0.4	1.64705882352941	0.825	0.260869565217391
CYP51A1	0.012	0	0	0	0	0	0	0	0
LRRD1	0.012	0.0319148936170213	0	0.0169491525423729	0.105263157894737	0	0.0392156862745098	0	0
CYP51A1-AS1	0.02	0.0425531914893617	0.0338983050847458	0.0338983050847458	0.105263157894737	0	0.0196078431372549	0.05	0
KRIT1	0.344	0.372340425531915	0.322033898305085	0.559322033898305	0.947368421052632	0.309090909090909	0.607843137254902	0.25	0.347826086956522
ANKIB1	1.524	1.34042553191489	0.813559322033898	0.898305084745763	2.36842105263158	0.618181818181818	1.13725490196078	0.375	0.347826086956522
GATAD1	0.14	0.106382978723404	0.0847457627118644	0.101694915254237	0.140350877192982	0.145454545454545	0.0392156862745098	0.05	0.0869565217391304
AC007566.10	0.14	0.170212765957447	0.101694915254237	0.135593220338983	0.491228070175439	0.109090909090909	0.0980392156862745	0.075	0
PEX1	0.06	0.127659574468085	0.0847457627118644	0.186440677966102	0.245614035087719	0.0181818181818182	0.235294117647059	0.15	0.0869565217391304
RBM48	0.012	0.0957446808510638	0.0338983050847458	0	0.280701754385965	0.0727272727272727	0.0392156862745098	0.05	0
FAM133B	0.168	0.191489361702128	0.203389830508475	0.271186440677966	0.333333333333333	0.2	0.313725490196078	0.25	0.0434782608695652
CDK6	0.348	0.212765957446809	1.20338983050847	0.423728813559322	0.87719298245614	0.4	0.294117647058824	0.05	0.521739130434783
AC002454.1	0	0.0212765957446809	0	0.0169491525423729	0.0350877192982456	0.0363636363636364	0	0.025	0
SAMD9	0	0.0106382978723404	0.0338983050847458	0	0.0175438596491228	0	0.0392156862745098	0	0.0869565217391304
SAMD9L	0	0.0106382978723404	0.0508474576271186	0.152542372881356	0	0.0181818181818182	0	0.075	0
VPS50	0.18	0.606382978723404	0.288135593220339	0.220338983050847	1.56140350877193	0.236363636363636	0.725490196078431	0.275	0.478260869565217
CALCR	0	0	0	0	0.0175438596491228	0	0.0392156862745098	0	0.0434782608695652
GNGT1	0.016	0.0319148936170213	0.0169491525423729	0.0169491525423729	0.087719298245614	0	0.0392156862745098	0	0
BET1	0.036	0.0851063829787234	0.0508474576271186	0.135593220338983	0.175438596491228	0.127272727272727	0.117647058823529	0.125	0
AC006378.2	0.008	0	0.0338983050847458	0.0169491525423729	0.0175438596491228	0.0181818181818182	0.0392156862745098	0.025	0
CASD1	0.22	0.436170212765957	0.254237288135593	0.338983050847458	0.719298245614035	0.0727272727272727	0.431372549019608	0.15	0.173913043478261
SGCE	0.204	0.457446808510638	0.0338983050847458	0.0508474576271186	0.824561403508772	0.236363636363636	0.333333333333333	0.375	0
PEG10	0	0.0425531914893617	0	0	0.0526315789473684	0	0.0588235294117647	0.025	0
PPP1R9A	0.584	1.5	0.186440677966102	0.152542372881356	2.52631578947368	0.163636363636364	0.980392156862745	1.55	0
AC002429.5	0.028	0.117021276595745	0.0169491525423729	0.0338983050847458	0.280701754385965	0.0181818181818182	0.0980392156862745	2.05	0
PON1	0	0.0106382978723404	0	0.0169491525423729	0.0350877192982456	0	0.0196078431372549	0	0
PON3	0	0	0.0169491525423729	0	0	0.0181818181818182	0	0.025	0.0434782608695652
PON2	0.368	0.0319148936170213	0.389830508474576	0.593220338983051	0.087719298245614	0.236363636363636	0.0196078431372549	1.95	0.0434782608695652
ASB4	0.008	0	0	0	0	0	0	0.025	0
PDK4	0.436	0.106382978723404	0	0.305084745762712	0.087719298245614	0.2	0.0392156862745098	2.525	1.91304347826087
DYNC1I1	0.42	2.5	0.169491525423729	0.135593220338983	5.84210526315789	0.490909090909091	1.82352941176471	0.1	0.0434782608695652
SLC25A13	0.9	0.468085106382979	0.322033898305085	0.610169491525424	0.684210526315789	0.2	0.470588235294118	0.4	0.304347826086957
SHFM1	0.244	0.319148936170213	0.338983050847458	0.491525423728814	0.385964912280702	0.327272727272727	0.411764705882353	0.4	0.130434782608696
DLX6-AS1	0	0	0.203389830508475	0.0169491525423729	0	0	0.92156862745098	0	0
DLX6	0	0	0	0	0	0	0.0980392156862745	0	0
DLX5	0	0	0.0169491525423729	0	0	0	0.0784313725490196	0	0
SDHAF3	0.036	0.0638297872340425	0.0508474576271186	0.0338983050847458	0.0701754385964912	0.0181818181818182	0.117647058823529	0	0.0434782608695652
TAC1	0	0.0106382978723404	0	0	0	0	0.392156862745098	0	0
ASNS	0.052	0.319148936170213	0.254237288135593	0.23728813559322	0.56140350877193	0.163636363636364	0.235294117647059	0	0.0434782608695652
LMTK2	0.048	0.723404255319149	0.169491525423729	0.169491525423729	1.28070175438596	0.127272727272727	0.274509803921569	0.15	0.0434782608695652
TECPR1	0.048	0.234042553191489	0.203389830508475	0.220338983050847	0.491228070175439	0.0545454545454545	0.137254901960784	0.175	0
BRI3	0.1	0.223404255319149	0.101694915254237	0.271186440677966	0.368421052631579	0.181818181818182	0.137254901960784	0.2	0.0869565217391304
BAIAP2L1	0.112	0.606382978723404	0.288135593220339	0.271186440677966	0.701754385964912	0.163636363636364	0.372549019607843	0.325	0.173913043478261
NPTX2	0.024	0.0851063829787234	0.0508474576271186	0.0169491525423729	0.0701754385964912	0.0909090909090909	0.0196078431372549	0	0.0434782608695652
TMEM130	0.004	0.457446808510638	0.0338983050847458	0.0338983050847458	0.789473684210526	0	0.254901960784314	0	0.0434782608695652
TRRAP	0.108	0.372340425531915	0.271186440677966	0.203389830508475	0.771929824561403	0.127272727272727	0.372549019607843	0.225	0.0434782608695652
AC004893.11	0.044	0.191489361702128	0.135593220338983	0.203389830508475	0.315789473684211	0.0363636363636364	0.176470588235294	0.2	0
SMURF1	0.488	0.531914893617021	0.389830508474576	0.389830508474576	0.719298245614035	0.381818181818182	0.450980392156863	0.35	0.521739130434783
KPNA7	0.008	0.0425531914893617	0	0.0338983050847458	0.0526315789473684	0	0.0392156862745098	0.025	0.0434782608695652
ARPC1A	0.148	0.404255319148936	0.203389830508475	0.288135593220339	1	0.109090909090909	0.274509803921569	0.2	0
ARPC1B	0.016	0.0531914893617021	0.0169491525423729	0.0338983050847458	0.0701754385964912	0.0545454545454545	0	0.025	0.173913043478261
PDAP1	0.036	0.106382978723404	0.0338983050847458	0.0338983050847458	0.228070175438596	0.0181818181818182	0.0980392156862745	0.025	0
BUD31	0.004	0.0851063829787234	0.101694915254237	0.0508474576271186	0.12280701754386	0.0363636363636364	0.0392156862745098	0.075	0.0869565217391304
PTCD1	0.004	0.0106382978723404	0.0338983050847458	0.0169491525423729	0.0526315789473684	0.0181818181818182	0	0	0
CPSF4	0.028	0.106382978723404	0.0508474576271186	0.169491525423729	0.228070175438596	0.0545454545454545	0.176470588235294	0.075	0.0434782608695652
ZNF789	0.06	0.24468085106383	0.101694915254237	0.23728813559322	0.350877192982456	0.127272727272727	0.274509803921569	0.25	0.0434782608695652
ZNF394	0.028	0.106382978723404	0.0169491525423729	0.0508474576271186	0.245614035087719	0.0545454545454545	0.0784313725490196	0.1	0.0434782608695652
ZKSCAN5	0.016	0.0531914893617021	0.0847457627118644	0.0508474576271186	0.140350877192982	0.0727272727272727	0.117647058823529	0.05	0
FAM200A	0.028	0.106382978723404	0.11864406779661	0.0677966101694915	0.192982456140351	0.181818181818182	0.0588235294117647	0.075	0.0869565217391304
GS1-259H13.13	0.004	0	0.0169491525423729	0	0.0350877192982456	0	0.0196078431372549	0	0
GS1-259H13.2	0.004	0.0212765957446809	0.0338983050847458	0	0.0175438596491228	0	0	0	0
ZSCAN25	0.028	0.074468085106383	0.101694915254237	0.0677966101694915	0.0526315789473684	0.0363636363636364	0.0196078431372549	0.025	0
CYP3A5	0.016	0.074468085106383	0.0508474576271186	0.0677966101694915	0.105263157894737	0.0363636363636364	0.117647058823529	0.05	0
CYP3A4	0.004	0.0106382978723404	0	0	0	0	0.0392156862745098	0	0
CYP3A43	0.016	0.0319148936170213	0	0	0.12280701754386	0.0545454545454545	0.0196078431372549	0	0
TRIM4	0.164	0.351063829787234	0.271186440677966	0.186440677966102	0.614035087719298	0.254545454545455	0.313725490196078	0.3	0.391304347826087
RP4-604G5.1	0.008	0.0531914893617021	0.0169491525423729	0.0169491525423729	0.140350877192982	0.0181818181818182	0.0196078431372549	0	0
AZGP1	0.068	0.0212765957446809	0	0	0.0701754385964912	0	0	0	0
ZKSCAN1	0.568	0.638297872340426	0.661016949152542	0.542372881355932	1.35087719298246	0.490909090909091	0.725490196078431	0.5	0.260869565217391
ZSCAN21	0.048	0.074468085106383	0.0677966101694915	0.135593220338983	0.087719298245614	0.0727272727272727	0.0392156862745098	0.1	0
ZNF3	0.068	0.0957446808510638	0.152542372881356	0.135593220338983	0.192982456140351	0.0909090909090909	0.0588235294117647	0.05	0
COPS6	0.056	0.393617021276596	0.23728813559322	0.271186440677966	0.631578947368421	0.127272727272727	0.294117647058824	0.25	0.0434782608695652
MCM7	0.028	0.074468085106383	0.169491525423729	0.11864406779661	0.140350877192982	0.0545454545454545	0.0196078431372549	0	0
AP4M1	0.032	0.234042553191489	0.135593220338983	0.186440677966102	0.210526315789474	0.0909090909090909	0.137254901960784	0.05	0
TAF6	0.008	0.0957446808510638	0.0677966101694915	0.0508474576271186	0.140350877192982	0.0181818181818182	0.0392156862745098	0.025	0.0434782608695652
RP11-506M12.1	0	0.0638297872340425	0.0338983050847458	0.0169491525423729	0.157894736842105	0	0.0980392156862745	0.05	0
CNPY4	0.016	0.074468085106383	0.0677966101694915	0.0847457627118644	0.140350877192982	0.0181818181818182	0.0784313725490196	0.05	0.0434782608695652
MBLAC1	0	0.0106382978723404	0	0	0.0175438596491228	0	0.0588235294117647	0.05	0
AC073842.19	0.004	0.0319148936170213	0	0.0169491525423729	0.087719298245614	0.0181818181818182	0.0392156862745098	0	0
LAMTOR4	0.092	0.24468085106383	0.0847457627118644	0.338983050847458	0.263157894736842	0.109090909090909	0.215686274509804	0.125	0.173913043478261
C7orf43	0	0.0106382978723404	0.0169491525423729	0	0.087719298245614	0.0181818181818182	0.0392156862745098	0.05	0
GAL3ST4	0.004	0.0212765957446809	0.0169491525423729	0.0338983050847458	0.0350877192982456	0	0	0.05	0
